,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupId,GroupSize,IsAlone,Deck,Num,Side
1663,1764_02,Mars,False,E/134/S,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Cin Laai,False,1764,2,0,E,134,S
1664,1766_01,Earth,False,F/338/S,55 Cancri e,21.0,0.0,112.0,0.0,0.0,0.0,1333.0,Ronne Adavisons,False,1766,1,1,F,338,S
1665,1767_01,Europa,True,C/65/S,55 Cancri e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Hekaron Gleroling,True,1767,4,0,C,65,S
1666,1767_02,Europa,False,C/65/S,TRAPPIST-1e,50.0,0.0,3677.0,782.0,0.0,6.0,1168.0,Decruxa Stewder,True,1767,4,0,C,65,S
1667,1767_03,Europa,False,C/65/S,TRAPPIST-1e,32.0,0.0,2973.0,3368.0,124.0,57.0,42.0,Coxatik Gleroling,True,1767,4,0,C,65,S
1668,1767_04,Europa,True,C/65/S,TRAPPIST-1e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Coxah Gleroling,True,1767,4,0,C,65,S
1669,1768_01,Earth,False,G/276/S,TRAPPIST-1e,27.0,0.0,0.0,24.0,0.0,732.0,0.0,Artis Beckeey,False,1768,1,1,G,276,S
1670,1769_01,Mars,True,F/339/S,TRAPPIST-1e,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Choney Sinda,True,1769,1,1,F,339,S
1671,1770_01,Europa,True,B/75/S,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Tauxon Wincer,True,1770,1,1,B,75,S
1672,1771_01,Earth,False,G/291/P,TRAPPIST-1e,35.0,0.0,0.0,338.0,436.0,0.0,0.0,Antone Cardner,True,1771,1,1,G,291,P
1673,1772_01,Mars,False,F/348/P,TRAPPIST-1e,30.0,0.0,1220.0,0.0,49.0,39.0,0.0,Cheats Butty,False,1772,1,1,F,348,P
1674,1774_01,Mars,True,E/135/S,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Anakes Canie,True,1774,1,1,E,135,S
1675,1775_01,Earth,False,G/277/S,TRAPPIST-1e,43.0,0.0,0.0,0.0,870.0,0.0,14.0,Murie Mejiaddox,True,1775,1,1,G,277,S
1676,1776_01,Earth,False,G/278/S,TRAPPIST-1e,21.0,0.0,0.0,0.0,809.0,0.0,0.0,Lynnon Wolffy,False,1776,1,1,G,278,S
1677,1778_01,Earth,True,G/279/S,PSO J318.5-22,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Stanya Adkinson,False,1778,1,1,G,279,S
1678,1779_01,Earth,False,F/349/P,55 Cancri e,37.0,0.0,164.0,603.0,0.0,0.0,11.0,Evan Hermanapp,True,1779,1,1,F,349,P
1679,1781_01,Europa,False,C/66/S,55 Cancri e,28.0,0.0,0.0,11026.0,0.0,0.0,12.0,Alballa Brailidy,True,1781,1,1,C,66,S
1680,1782_01,Earth,True,F/341/S,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Stald Moodson,False,1782,2,0,F,341,S
1681,1782_02,Earth,False,F/341/S,TRAPPIST-1e,40.0,0.0,596.0,0.0,135.0,73.0,0.0,Carold Moodson,False,1782,2,0,F,341,S
1682,1783_01,Earth,False,G/281/S,55 Cancri e,42.0,0.0,28.0,0.0,0.0,0.0,591.0,Carma Garnettiz,False,1783,2,0,G,281,S
1683,1783_02,Earth,True,G/281/S,PSO J318.5-22,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Francy Garnettiz,False,1783,2,0,G,281,S
1684,1785_01,Mars,True,E/107/P,55 Cancri e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Miten Kniva,False,1785,1,1,E,107,P
1685,1786_01,Earth,False,F/342/S,TRAPPIST-1e,51.0,0.0,28.0,94.0,0.0,34.0,638.0,Violey Jacostaney,False,1786,1,1,F,342,S
1686,1792_01,Mars,False,F/352/P,TRAPPIST-1e,73.0,0.0,27.0,2.0,71.0,1208.0,0.0,Duckes Brazo,False,1792,1,1,F,352,P
1687,1796_01,Europa,True,C/67/S,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcyon Hariourcal,True,1796,1,1,C,67,S
1688,1797_01,Europa,True,B/57/P,55 Cancri e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Dhenar Blanspe,True,1797,1,1,B,57,P
1689,1798_01,Earth,False,E/137/S,TRAPPIST-1e,39.0,0.0,1.0,275.0,33.0,376.0,105.0,Bel Mcfarley,False,1798,1,1,E,137,S
1690,1799_01,Earth,False,G/295/P,TRAPPIST-1e,19.0,0.0,5.0,639.0,0.0,84.0,180.0,Shalle Leonaldez,False,1799,1,1,G,295,P
1691,1800_01,Earth,False,G/283/S,55 Cancri e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Jarena Goffey,True,1800,5,0,G,283,S
1692,1800_02,Earth,True,G/283/S,55 Cancri e,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Nelle Goffey,False,1800,5,0,G,283,S
1693,1800_03,Earth,True,G/283/S,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vick Goffey,False,1800,5,0,G,283,S
1694,1800_04,Earth,False,G/283/S,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Annah Morsentley,True,1800,5,0,G,283,S
1695,1800_05,Earth,True,G/283/S,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Wandy Goffey,True,1800,5,0,G,283,S
1696,1802_01,Earth,False,E/109/P,TRAPPIST-1e,33.0,0.0,0.0,0.0,2.0,787.0,1.0,Alley Brantuarez,False,1802,1,1,E,109,P
1697,1803_01,Earth,False,F/354/P,55 Cancri e,23.0,0.0,0.0,169.0,0.0,553.0,0.0,Nelsie Puckley,False,1803,1,1,F,354,P
1698,1804_01,Mars,True,F/355/P,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Minies Curle,True,1804,1,1,F,355,P
1699,1805_01,Earth,True,G/284/S,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Doryn Bradlerson,True,1805,1,1,G,284,S
1700,1806_01,Mars,False,E/138/S,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Goos Hotte,False,1806,1,1,E,138,S
1701,1807_01,Europa,False,B/58/P,55 Cancri e,30.0,0.0,0.0,3722.0,4.0,140.0,4045.0,Ainor Ingetrody,False,1807,1,1,B,58,P
1702,1808_01,Earth,False,F/346/S,TRAPPIST-1e,33.0,0.0,0.0,763.0,8.0,2.0,30.0,Rician Pollarkeeks,False,1808,1,1,F,346,S
1703,1810_01,Mars,False,F/356/P,TRAPPIST-1e,56.0,0.0,4694.0,0.0,2661.0,51.0,0.0,Whee Ruité,False,1810,1,1,F,356,P
1704,1811_01,Earth,True,G/285/S,PSO J318.5-22,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Gerry Georgasey,True,1811,2,0,G,285,S
1705,1811_02,Earth,False,F/347/S,TRAPPIST-1e,27.0,0.0,928.0,20.0,0.0,0.0,0.0,Gerek Georgasey,False,1811,2,0,F,347,S
1706,1812_01,Earth,False,F/357/P,TRAPPIST-1e,25.0,0.0,9.0,852.0,73.0,12.0,57.0,Agnesa Hickson,True,1812,1,1,F,357,P
1707,1813_01,Earth,False,F/358/P,55 Cancri e,18.0,0.0,0.0,0.0,454.0,0.0,263.0,Allara Cainghannon,False,1813,1,1,F,358,P
1708,1816_01,Europa,False,C/68/S,TRAPPIST-1e,60.0,1.0,1891.0,640.0,0.0,360.0,52.0,Naosura Dicomeng,True,1816,2,0,C,68,S
1709,1816_02,Europa,False,C/68/S,TRAPPIST-1e,41.0,0.0,0.0,2334.0,1.0,6.0,23.0,Shail Tertchty,True,1816,2,0,C,68,S
1710,1817_01,Earth,False,F/349/S,PSO J318.5-22,16.0,0.0,112.0,0.0,38.0,77.0,443.0,Marky Lanks,False,1817,1,1,F,349,S
1711,1818_01,Earth,True,G/297/P,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Felia Portananney,True,1818,1,1,G,297,P
1712,1821_01,Earth,False,G/298/P,TRAPPIST-1e,26.0,0.0,0.0,4.0,361.0,0.0,19.0,Ronna Cohendright,False,1821,1,1,G,298,P
1713,1822_01,Earth,False,G/299/P,TRAPPIST-1e,31.0,0.0,2.0,811.0,0.0,0.0,0.0,Charly Mirez,True,1822,1,1,G,299,P
1715,1826_01,Earth,False,F/351/S,55 Cancri e,16.0,0.0,0.0,231.0,569.0,2.0,0.0,Mollen Lewintos,False,1826,1,1,F,351,S
1716,1827_01,Earth,False,F/352/S,55 Cancri e,24.0,0.0,0.0,94.0,1.0,56.0,427.0,Chrisa Norrison,False,1827,1,1,F,352,S
1717,1828_01,Earth,False,F/361/P,TRAPPIST-1e,19.0,0.0,0.0,1333.0,3.0,624.0,254.0,Thelix Hultz,True,1828,1,1,F,361,P
1718,1829_01,Europa,False,D/56/P,55 Cancri e,48.0,0.0,0.0,3578.0,80.0,123.0,0.0,qmopmnmblg,True,1829,6,0,D,56,P
1719,1829_02,Europa,False,D/56/P,TRAPPIST-1e,30.0,0.0,1.0,6398.0,0.0,2.0,295.0,Propsh Clumshangs,True,1829,6,0,D,56,P
1720,1829_03,Europa,False,D/56/P,TRAPPIST-1e,22.0,0.0,0.0,8882.0,21.0,2204.0,19.0,Luxion Clumshangs,True,1829,6,0,D,56,P
1721,1829_04,Europa,False,D/56/P,TRAPPIST-1e,28.0,1.0,0.0,4424.0,3.0,207.0,1572.0,Hadiram Gloother,True,1829,6,0,D,56,P
1722,1829_05,Europa,True,D/56/P,55 Cancri e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Atrinon Persed,True,1829,6,0,D,56,P
1723,1829_06,Europa,False,D/56/P,TRAPPIST-1e,29.0,0.0,0.0,699.0,0.0,0.0,1955.0,Ankark Persed,False,1829,6,0,D,56,P
1724,1831_01,Earth,True,G/288/S,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Almary Gordanieves,False,1831,1,1,G,288,S
1725,1833_01,Europa,False,C/61/P,55 Cancri e,48.0,0.0,140.0,127.0,0.0,4102.0,521.0,Mirark Scoudelle,False,1833,1,1,C,61,P
1726,1834_01,Mars,False,F/354/S,TRAPPIST-1e,26.0,0.0,17.0,0.0,1582.0,0.0,0.0,ghbabqcgvh,True,1834,1,1,F,354,S
1727,1836_01,Earth,False,F/362/P,TRAPPIST-1e,23.0,0.0,1639.0,1218.0,0.0,1.0,0.0,Ronne Meleon,True,1836,1,1,F,362,P
1728,1841_01,Earth,False,F/365/P,TRAPPIST-1e,55.0,0.0,1104.0,0.0,0.0,0.0,0.0,Ivaney Flynney,False,1841,1,1,F,365,P
1729,1843_01,Europa,False,E/112/P,TRAPPIST-1e,46.0,0.0,2249.0,153.0,137.0,0.0,194.0,Saxinon Unaasor,False,1843,1,1,E,112,P
1730,1844_01,Earth,False,F/355/S,PSO J318.5-22,38.0,0.0,0.0,0.0,0.0,0.0,1381.0,Andan Stannondez,False,1844,3,0,F,355,S
1731,1844_02,Earth,True,G/289/S,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Garley Stannondez,True,1844,3,0,G,289,S
1732,1844_03,Earth,True,G/289/S,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Winia Stannondez,True,1844,3,0,G,289,S
1733,1846_01,Earth,False,F/366/P,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,788.0,16.0,Elicia Mejiamsey,False,1846,1,1,F,366,P
1734,1847_01,Earth,False,G/290/S,TRAPPIST-1e,65.0,0.0,5.0,317.0,0.0,0.0,123.0,Jaimez Tuckers,False,1847,1,1,G,290,S
1735,1848_01,Earth,False,G/291/S,TRAPPIST-1e,27.0,0.0,181.0,0.0,2.0,0.0,663.0,Hellia Gilleranks,False,1848,1,1,G,291,S
1736,1849_01,Earth,False,F/367/P,TRAPPIST-1e,25.0,0.0,113.0,0.0,0.0,1282.0,0.0,Antone Sellentry,False,1849,1,1,F,367,P
1737,1850_01,Earth,False,F/356/S,PSO J318.5-22,54.0,0.0,0.0,316.0,257.0,0.0,0.0,Troya Schwardson,False,1850,2,0,F,356,S
1738,1850_02,Earth,False,F/356/S,55 Cancri e,25.0,0.0,0.0,0.0,1.0,735.0,25.0,Leene Schwardson,False,1850,2,0,F,356,S
1739,1853_01,Earth,True,G/302/P,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Annez Webstenson,True,1853,1,1,G,302,P
1740,1854_01,Europa,False,A/22/S,55 Cancri e,53.0,0.0,0.0,13527.0,0.0,0.0,771.0,Gorab Unprive,True,1854,1,1,A,22,S
1741,1855_01,Earth,True,G/303/P,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ellena Jenson,True,1855,2,0,G,303,P
1742,1855_02,Earth,False,E/113/P,TRAPPIST-1e,39.0,0.0,0.0,43.0,864.0,0.0,85.0,Mabela Jenson,False,1855,2,0,E,113,P
1743,1856_01,Earth,False,F/368/P,TRAPPIST-1e,22.0,0.0,8.0,710.0,0.0,27.0,0.0,Adriet Combson,True,1856,1,1,F,368,P
1744,1857_01,Mars,False,D/63/S,55 Cancri e,31.0,0.0,120.0,0.0,657.0,52.0,0.0,Pios Emone,False,1857,1,1,D,63,S
1745,1859_01,Mars,True,F/357/S,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Slix Seen,True,1859,1,1,F,357,S
1746,1860_01,Europa,False,A/13/P,TRAPPIST-1e,35.0,1.0,0.0,1.0,0.0,0.0,3156.0,Caiah Headfair,False,1860,2,0,A,13,P
1747,1860_02,Europa,False,A/13/P,55 Cancri e,35.0,0.0,95.0,3441.0,0.0,391.0,318.0,Krazet Headfair,False,1860,2,0,A,13,P
1748,1861_01,Mars,True,F/358/S,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Choney Clake,True,1861,2,0,F,358,S
1749,1861_02,Mars,False,F/358/S,TRAPPIST-1e,61.0,0.0,953.0,415.0,974.0,0.0,133.0,Apix Clake,False,1861,2,0,F,358,S
1750,1863_01,Earth,False,F/370/P,55 Cancri e,58.0,0.0,14.0,0.0,1081.0,0.0,0.0,Bony Handertiz,True,1863,1,1,F,370,P
1751,1864_01,Mars,False,D/64/S,TRAPPIST-1e,26.0,0.0,1752.0,22.0,0.0,4.0,0.0,Hone Erflé,False,1864,1,1,D,64,S
1752,1865_01,Earth,True,G/292/S,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Elanda Roses,False,1865,6,0,G,292,S
1753,1865_02,Earth,False,G/292/S,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dandra Roses,False,1865,6,0,G,292,S
1754,1865_03,Earth,False,G/292/S,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Idary Owery,True,1865,6,0,G,292,S
1755,1865_04,Earth,False,G/292/S,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,dmrfjpbhel,False,1865,6,0,G,292,S
1756,1865_05,Earth,False,G/292/S,TRAPPIST-1e,25.0,0.0,0.0,60.0,0.0,646.0,1115.0,Terly Roses,False,1865,6,0,G,292,S
1757,1865_06,Earth,False,G/292/S,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Racyle Roses,False,1865,6,0,G,292,S
1758,1866_01,Earth,False,F/371/P,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,865.0,Billey Wolffy,False,1866,1,1,F,371,P
1759,1868_01,Mars,True,F/372/P,TRAPPIST-1e,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Sug Fincy,True,1868,1,1,F,372,P
1760,1871_01,Europa,False,C/70/S,TRAPPIST-1e,31.0,0.0,0.0,1983.0,0.0,172.0,52.0,Aston Spedlybood,True,1871,1,1,C,70,S
1761,1872_01,Mars,True,E/139/S,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Stote Wala,False,1872,1,1,E,139,S
1762,1873_01,Earth,True,G/293/S,TRAPPIST-1e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Shalle Barrison,True,1873,1,1,G,293,S
1763,1874_01,Earth,True,G/305/P,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Armene Woodgezalez,False,1874,2,0,G,305,P
1764,1874_02,Earth,False,F/374/P,PSO J318.5-22,29.0,0.0,0.0,0.0,0.0,486.0,1479.0,Vanley Woodgezalez,False,1874,2,0,F,374,P
1765,1877_01,Earth,False,G/306/P,TRAPPIST-1e,37.0,0.0,28.0,25.0,26.0,806.0,3.0,Raque Ellahan,False,1877,1,1,G,306,P
1766,1878_01,Earth,False,F/375/P,TRAPPIST-1e,49.0,0.0,0.0,0.0,0.0,724.0,0.0,Fanna Chenson,False,1878,1,1,F,375,P
1767,1879_01,Europa,False,D/58/P,TRAPPIST-1e,36.0,0.0,0.0,583.0,1789.0,19.0,1009.0,Alhair Inderly,False,1879,1,1,D,58,P
1768,1880_01,Earth,False,F/376/P,55 Cancri e,20.0,0.0,470.0,128.0,0.0,0.0,9.0,Valey Clean,False,1880,1,1,F,376,P
1769,1881_01,Earth,False,F/377/P,TRAPPIST-1e,20.0,0.0,2215.0,0.0,0.0,86.0,0.0,Samie Valey,True,1881,1,1,F,377,P
1770,1882_01,Europa,False,C/71/S,55 Cancri e,18.0,0.0,0.0,16263.0,72.0,0.0,15.0,Magnon Antcal,True,1882,2,0,C,71,S
1771,1882_02,Europa,True,C/71/S,55 Cancri e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Phonons Antcal,True,1882,2,0,C,71,S
1772,1884_01,Mars,True,E/140/S,TRAPPIST-1e,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Whers Meake,False,1884,1,1,E,140,S
1773,1886_01,Earth,False,E/141/S,TRAPPIST-1e,26.0,0.0,0.0,3.0,176.0,611.0,0.0,Briane Morrows,False,1886,1,1,E,141,S
1774,1887_01,Earth,False,G/295/S,TRAPPIST-1e,35.0,0.0,0.0,88.0,718.0,46.0,0.0,Wilmay Pooley,False,1887,1,1,G,295,S
1775,1888_01,Earth,False,F/361/S,TRAPPIST-1e,30.0,0.0,116.0,0.0,0.0,728.0,29.0,Benda Barrelliver,True,1888,1,1,F,361,S
1776,1889_01,Earth,False,F/378/P,TRAPPIST-1e,22.0,0.0,0.0,0.0,22.0,0.0,702.0,Vandy Hewson,False,1889,2,0,F,378,P
1777,1889_02,Earth,True,G/307/P,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Lerome Hewson,False,1889,2,0,G,307,P
1778,1890_01,Earth,True,G/308/P,55 Cancri e,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Beathy Englence,False,1890,1,1,G,308,P
1779,1891_01,Mars,True,E/142/S,TRAPPIST-1e,52.0,0.0,0.0,0.0,0.0,0.0,0.0,ktetsceame,False,1891,1,1,E,142,S
1780,1892_01,Europa,False,D/59/P,TRAPPIST-1e,50.0,0.0,5.0,809.0,0.0,309.0,731.0,Coxark Couseced,True,1892,3,0,D,59,P
1781,1892_02,Europa,False,D/59/P,TRAPPIST-1e,29.0,0.0,4.0,841.0,0.0,363.0,1107.0,Ashira Stpingepid,True,1892,3,0,D,59,P
1782,1892_03,Europa,False,D/59/P,55 Cancri e,19.0,0.0,0.0,748.0,158.0,5037.0,44.0,Schird Stpingepid,False,1892,3,0,D,59,P
1783,1897_01,Europa,False,C/72/S,55 Cancri e,39.0,0.0,0.0,10153.0,1.0,78.0,5063.0,Zaurion Gocent,True,1897,2,0,C,72,S
1784,1897_02,Europa,False,C/72/S,TRAPPIST-1e,38.0,0.0,0.0,354.0,0.0,1806.0,0.0,Arino Gocent,True,1897,2,0,C,72,S
1785,1898_01,Earth,True,G/296/S,55 Cancri e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Walles Fishopper,False,1898,1,1,G,296,S
1786,1899_01,Earth,False,G/297/S,PSO J318.5-22,25.0,0.0,11.0,44.0,397.0,0.0,0.0,Sylvin Curton,False,1899,1,1,G,297,S
1787,1901_01,Europa,True,A/14/P,55 Cancri e,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Castork Tractive,True,1901,2,0,A,14,P
1788,1901_02,Europa,True,A/14/P,55 Cancri e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Neshath Tractive,True,1901,2,0,A,14,P
1789,1902_01,Earth,False,G/298/S,TRAPPIST-1e,19.0,0.0,42.0,0.0,345.0,1431.0,0.0,Benny Carvis,False,1902,1,1,G,298,S
1790,1903_01,Earth,True,G/309/P,TRAPPIST-1e,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Brina Loway,False,1903,1,1,G,309,P
1791,1905_01,Earth,False,F/364/S,55 Cancri e,40.0,0.0,1465.0,39.0,0.0,0.0,1225.0,Kimena Torrez,False,1905,1,1,F,364,S
1792,1906_01,Earth,True,G/299/S,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Claura Booneid,False,1906,1,1,G,299,S
1793,1907_01,Europa,False,D/60/P,TRAPPIST-1e,50.0,0.0,0.0,1810.0,0.0,126.0,247.0,Axionif Neceriont,False,1907,1,1,D,60,P
1794,1908_01,Mars,False,E/115/P,TRAPPIST-1e,18.0,0.0,1218.0,0.0,34.0,1095.0,0.0,Herms Chcak,False,1908,1,1,E,115,P
1795,1911_01,Earth,False,G/300/S,TRAPPIST-1e,46.0,0.0,8.0,652.0,0.0,5.0,90.0,Dia Cartez,False,1911,1,1,G,300,S
1796,1915_01,Earth,False,E/116/P,TRAPPIST-1e,27.0,0.0,0.0,51.0,0.0,37.0,704.0,Letta Hurchez,False,1915,1,1,E,116,P
1797,1916_01,Europa,True,D/61/P,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheddin Castery,True,1916,2,0,D,61,P
1798,1916_02,Europa,False,D/61/P,55 Cancri e,22.0,0.0,1744.0,79.0,0.0,12.0,1514.0,qsitsunpri,False,1916,2,0,D,61,P
1799,1918_01,Europa,True,A/23/S,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nesham Assibler,False,1918,3,0,A,23,S
1800,1918_02,Europa,True,A/23/S,TRAPPIST-1e,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheleb Assibler,True,1918,3,0,A,23,S
1801,1918_03,Europa,False,A/23/S,TRAPPIST-1e,38.0,0.0,34.0,2043.0,0.0,1339.0,0.0,Hallux Assibler,True,1918,3,0,A,23,S
1802,1920_01,Mars,False,E/117/P,TRAPPIST-1e,46.0,0.0,731.0,0.0,288.0,0.0,2.0,Burbix Horte,False,1920,1,1,E,117,P
1803,1922_01,Earth,True,G/303/S,55 Cancri e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Tonald Hickson,False,1922,1,1,G,303,S
1804,1923_01,Europa,False,C/65/P,TRAPPIST-1e,63.0,0.0,0.0,4286.0,18.0,4.0,872.0,Wasaleh Dister,True,1923,2,0,C,65,P
1805,1923_02,Europa,True,C/65/P,55 Cancri e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Ranan Dister,True,1923,2,0,C,65,P
1806,1925_01,Earth,True,G/304/S,TRAPPIST-1e,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Olgary Matts,False,1925,1,1,G,304,S
1807,1926_01,Earth,True,G/305/S,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Billey Conney,False,1926,1,1,G,305,S
1808,1927_01,Mars,False,D/66/S,TRAPPIST-1e,55.0,0.0,2424.0,0.0,1.0,0.0,284.0,Trohs Hapie,False,1927,1,1,D,66,S
1809,1928_01,Earth,False,E/144/S,PSO J318.5-22,21.0,0.0,0.0,0.0,107.0,166.0,388.0,Leence Anthon,True,1928,1,1,E,144,S
1810,1931_01,Europa,True,C/73/S,55 Cancri e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Kumark Dressink,True,1931,1,1,C,73,S
1811,1933_01,Earth,False,E/118/P,TRAPPIST-1e,45.0,0.0,10.0,0.0,0.0,0.0,0.0,Timyra Hammons,True,1933,1,1,E,118,P
1812,1935_01,Earth,True,G/307/S,55 Cancri e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,False,1935,1,1,G,307,S
1813,1937_01,Earth,False,F/368/S,TRAPPIST-1e,47.0,0.0,7.0,877.0,17.0,0.0,0.0,Therly Knoxtones,False,1937,1,1,F,368,S
1814,1938_01,Earth,False,F/369/S,TRAPPIST-1e,36.0,0.0,0.0,0.0,1508.0,110.0,117.0,Gretty Charpelaney,True,1938,1,1,F,369,S
1815,1939_01,Mars,False,F/385/P,TRAPPIST-1e,57.0,1.0,975.0,0.0,295.0,39.0,0.0,Wacks Burta,False,1939,2,0,F,385,P
1816,1939_02,Mars,False,D/62/P,TRAPPIST-1e,13.0,0.0,3037.0,10.0,43.0,0.0,0.0,Sex Burta,False,1939,2,0,D,62,P
1817,1940_01,Mars,False,F/386/P,TRAPPIST-1e,27.0,0.0,120.0,0.0,1476.0,3.0,0.0,Wins Bate,False,1940,1,1,F,386,P
1818,1941_01,Earth,False,F/370/S,TRAPPIST-1e,20.0,0.0,717.0,0.0,0.0,0.0,0.0,Man Hendrewsons,False,1941,1,1,F,370,S
1819,1942_01,Earth,False,G/312/P,TRAPPIST-1e,47.0,0.0,0.0,444.0,328.0,56.0,0.0,Gerly Gaineyerson,False,1942,1,1,G,312,P
1820,1945_01,Earth,False,E/120/P,TRAPPIST-1e,15.0,0.0,0.0,0.0,787.0,0.0,0.0,Ambert Guezaley,False,1945,1,1,E,120,P
1821,1946_01,Earth,False,G/313/P,TRAPPIST-1e,34.0,0.0,0.0,0.0,53.0,731.0,0.0,Rayley Castannison,False,1946,1,1,G,313,P
1822,1947_01,Earth,False,F/372/S,TRAPPIST-1e,21.0,0.0,942.0,0.0,0.0,0.0,7.0,Lorian Vandan,False,1947,1,1,F,372,S
1823,1950_01,Earth,False,F/374/S,TRAPPIST-1e,51.0,0.0,0.0,0.0,0.0,101.0,1357.0,Tonyn Welles,False,1950,1,1,F,374,S
1824,1952_01,Earth,False,E/121/P,TRAPPIST-1e,23.0,0.0,382.0,0.0,398.0,8.0,0.0,zkjbhkkuzj,False,1952,1,1,E,121,P
1825,1953_01,Earth,False,F/387/P,TRAPPIST-1e,58.0,0.0,0.0,0.0,0.0,0.0,717.0,Verney Bradlerson,False,1953,1,1,F,387,P
1826,1956_01,Mars,False,D/68/S,TRAPPIST-1e,37.0,0.0,2765.0,0.0,1134.0,0.0,0.0,wtxxgijdxy,False,1956,2,0,D,68,S
1827,1956_02,Mars,False,D/68/S,PSO J318.5-22,44.0,0.0,708.0,0.0,5.0,0.0,74.0,Mesh Pread,True,1956,2,0,D,68,S
1828,1957_01,Earth,True,G/309/S,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Patoya Maynardner,False,1957,1,1,G,309,S
1829,1959_01,Europa,True,C/66/P,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Weion Exibuctich,True,1959,3,0,C,66,P
1830,1959_02,Europa,False,C/66/P,TRAPPIST-1e,40.0,0.0,0.0,382.0,0.0,1.0,3822.0,lynmdsreyo,False,1959,3,0,C,66,P
